,timestamp,open,high,low,close,volume
0,09-10-2019,215.25,217.7,183.5,210.15,91907
1,10-10-2019,209.75,215.9,204.15,207.5,73017
2,11-10-2019,207.25,214.4,203.35,213.75,44448
3,14-10-2019,218.5,223.7,212.3,218.15,66544
4,15-10-2019,220.5,221.0,215.0,217.95,38401
5,16-10-2019,219.85,222.45,216.45,220.3,28980
6,17-10-2019,221.5,233.5,212.45,227.65,235275
7,18-10-2019,226.35,242.0,226.35,237.85,352428
8,22-10-2019,237.0,253.85,233.0,240.1,158989
9,23-10-2019,240.55,243.0,235.3,238.25,42556
10,24-10-2019,235.0,243.0,232.1,237.25,51897
11,25-10-2019,233.05,250.6,233.05,241.25,88521
12,27-10-2019,238.0,242.3,236.0,238.35,3558
13,29-10-2019,237.0,251.6,236.15,248.3,255537
14,30-10-2019,248.35,249.0,235.0,238.3,86470
15,31-10-2019,240.65,241.7,230.65,238.7,63365
16,01-11-2019,234.0,241.45,233.1,236.3,21469
17,04-11-2019,233.35,239.7,233.2,237.1,21922
18,05-11-2019,239.5,239.8,226.1,228.2,49019
19,06-11-2019,225.0,233.7,225.0,231.3,29965
20,07-11-2019,232.6,234.0,226.15,229.25,40013
21,08-11-2019,227.0,228.8,224.1,225.2,23069
22,11-11-2019,225.2,228.95,222.35,225.1,31115
23,13-11-2019,226.0,239.35,222.25,226.25,43101
24,14-11-2019,228.35,234.4,226.2,230.35,28581
25,15-11-2019,234.0,234.0,226.25,227.25,88361
26,18-11-2019,225.25,234.0,225.15,230.7,89197
27,19-11-2019,232.5,235.9,223.55,229.35,85522
28,20-11-2019,227.5,242.8,227.5,235.15,188224
29,21-11-2019,236.0,239.0,232.15,235.7,31702
30,22-11-2019,238.2,243.0,234.2,239.9,126425
31,25-11-2019,239.9,252.4,236.45,248.3,339987
32,26-11-2019,249.65,250.75,243.0,243.5,63085
33,27-11-2019,242.3,245.75,240.3,242.45,29518
34,28-11-2019,243.0,258.0,242.6,254.7,279367
35,29-11-2019,254.45,254.45,247.0,247.5,54622
36,02-12-2019,247.0,248.4,242.15,242.85,27119
37,03-12-2019,241.2,250.9,235.55,246.9,68806
38,04-12-2019,245.0,246.5,240.4,242.65,26252
39,05-12-2019,241.5,243.85,235.2,238.25,22927
40,06-12-2019,238.25,239.65,229.0,230.15,48286
41,09-12-2019,233.4,233.4,225.0,225.75,28177
42,10-12-2019,227.45,227.5,215.35,218.1,50406
43,11-12-2019,219.4,222.65,215.05,220.45,31873
44,12-12-2019,218.05,226.2,215.05,224.2,101829
45,13-12-2019,218.0,231.4,218.0,226.9,30164
46,16-12-2019,228.55,228.85,224.15,225.55,10088
47,17-12-2019,223.15,229.4,219.0,228.2,46457
48,18-12-2019,228.9,228.9,223.0,225.85,27061
49,19-12-2019,221.35,226.45,221.2,222.45,11904
50,20-12-2019,222.0,226.25,219.8,222.85,17286
51,23-12-2019,225.0,231.7,221.35,224.8,60670
52,24-12-2019,224.5,229.35,223.0,223.5,24458
53,26-12-2019,223.65,224.9,219.05,222.35,21584
54,27-12-2019,224.6,224.95,220.2,222.05,17966
55,30-12-2019,220.05,223.25,217.0,218.8,20623
56,31-12-2019,219.55,226.9,218.05,219.15,73933
57,01-01-2020,217.75,224.6,217.7,219.35,24722
58,02-01-2020,219.5,226.55,217.55,225.6,45185
59,03-01-2020,227.5,229.0,222.35,223.4,28251
60,06-01-2020,222.0,223.0,212.5,213.75,19847
61,07-01-2020,215.15,219.9,215.15,216.8,12468
62,08-01-2020,210.0,217.95,208.0,212.95,32550
63,09-01-2020,215.8,221.6,215.8,219.4,23248
64,10-01-2020,222.0,224.0,215.9,218.45,16276
65,13-01-2020,219.0,226.7,219.0,221.45,47282
66,14-01-2020,222.85,225.85,218.75,222.3,27819
67,15-01-2020,224.25,224.25,206.0,210.25,70393
68,16-01-2020,212.9,224.7,212.05,217.75,53408
69,17-01-2020,215.0,220.9,215.0,217.6,29067
70,20-01-2020,217.6,219.9,217.5,218.25,12482
71,21-01-2020,218.0,220.9,215.2,219.75,24158
72,22-01-2020,220.0,220.25,212.15,215.4,16773
73,23-01-2020,218.95,219.8,214.05,218.85,15159
74,24-01-2020,217.0,219.85,215.55,216.6,14178
75,27-01-2020,219.0,219.0,215.25,216.75,13025
76,28-01-2020,216.35,219.85,212.65,213.7,14354
77,29-01-2020,211.6,217.35,209.35,211.4,20355
78,30-01-2020,210.2,218.85,206.1,214.7,18887
79,31-01-2020,214.7,217.7,211.55,213.4,54019
80,01-02-2020,213.4,216.45,183.95,204.1,58313
81,03-02-2020,203.85,216.75,201.0,214.05,87269
82,04-02-2020,218.0,225.85,216.4,223.1,112685
83,05-02-2020,222.0,227.0,221.4,226.3,101677
84,06-02-2020,225.5,229.95,224.75,229.0,149061
85,07-02-2020,230.0,230.15,226.05,228.8,92476
86,10-02-2020,226.5,233.0,226.5,231.75,119811
87,11-02-2020,233.65,242.0,229.55,240.65,276590
88,12-02-2020,239.15,245.0,237.85,239.95,73912
89,13-02-2020,240.15,249.95,235.25,243.25,328619
90,14-02-2020,244.4,245.9,233.1,241.7,165410
91,17-02-2020,235.8,248.0,235.5,243.0,175063
92,18-02-2020,243.0,255.0,238.0,246.15,479250
93,19-02-2020,240.8,253.4,240.75,251.65,235544
94,20-02-2020,249.0,255.95,245.95,251.05,94686
95,24-02-2020,248.25,250.9,245.45,249.4,78320
96,25-02-2020,248.1,262.0,245.6,258.55,304243
97,26-02-2020,262.0,262.0,255.0,259.75,62932
98,27-02-2020,257.8,262.1,251.2,259.95,91379
99,28-02-2020,254.0,254.0,240.0,247.85,90697
100,02-03-2020,245.0,261.45,241.2,248.7,295396
101,03-03-2020,250.0,254.0,241.0,246.85,64264
102,04-03-2020,249.95,254.0,242.0,249.45,93705
103,05-03-2020,247.55,251.55,242.55,244.6,46409
