,timestamp,open,high,low,close,volume
0,09-10-2019,1319.9,1319.9,1251.05,1307.55,2056246
1,10-10-2019,1292.45,1331.5,1291.05,1325.9,1000376
2,11-10-2019,1330.3,1340.0,1302.0,1323.85,743864
3,14-10-2019,1310.0,1341.0,1309.2,1322.1,521877
4,15-10-2019,1326.0,1338.0,1303.7,1317.6,633567
5,16-10-2019,1329.8,1335.0,1290.0,1299.9,875663
6,17-10-2019,1308.0,1354.8,1302.15,1343.2,1197606
7,18-10-2019,1344.05,1380.0,1331.05,1359.6,702710
8,22-10-2019,1356.9,1450.0,1344.55,1428.85,3927218
9,23-10-2019,1470.0,1558.55,1463.0,1546.4,4640803
10,24-10-2019,1546.4,1552.55,1521.6,1539.9,1288460
11,25-10-2019,1538.0,1538.0,1493.0,1523.0,1271804
12,27-10-2019,1528.0,1544.0,1526.4,1535.25,161371
13,29-10-2019,1542.0,1601.5,1510.05,1579.65,1326856
14,30-10-2019,1570.0,1612.4,1538.0,1564.0,1383147
15,31-10-2019,1564.0,1605.85,1561.0,1600.9,925887
16,01-11-2019,1595.3,1602.0,1565.5,1575.5,743052
17,04-11-2019,1581.9,1593.0,1554.9,1563.6,491399
18,05-11-2019,1555.0,1590.95,1551.0,1583.85,643713
19,06-11-2019,1571.0,1578.0,1548.8,1557.75,478733
20,07-11-2019,1561.0,1624.0,1558.8,1617.25,1419412
21,08-11-2019,1616.95,1632.0,1606.95,1614.2,935316
22,11-11-2019,1607.0,1638.0,1594.05,1633.1,555753
23,13-11-2019,1623.3,1629.7,1569.3,1577.9,834228
24,14-11-2019,1584.85,1633.05,1580.0,1613.05,1183626
25,15-11-2019,1620.0,1632.7,1610.45,1622.75,572904
26,18-11-2019,1622.75,1622.75,1579.2,1586.5,657954
27,19-11-2019,1590.0,1606.0,1575.2,1592.25,527920
28,20-11-2019,1591.3,1605.0,1580.0,1590.9,508109
29,21-11-2019,1580.1,1614.8,1559.1,1591.15,947763
30,22-11-2019,1589.4,1590.75,1553.05,1562.7,617057
31,25-11-2019,1571.0,1618.85,1556.9,1610.6,759987
32,26-11-2019,1608.0,1650.0,1603.25,1629.65,1109860
33,27-11-2019,1629.55,1645.6,1609.0,1627.2,567539
34,28-11-2019,1630.0,1646.6,1614.0,1626.0,706197
35,29-11-2019,1619.9,1632.4,1577.2,1618.2,839577
36,02-12-2019,1615.0,1618.2,1587.0,1594.6,415646
37,03-12-2019,1595.55,1629.7,1572.0,1578.35,1319113
38,04-12-2019,1575.0,1590.0,1558.8,1583.35,852868
39,05-12-2019,1579.8,1590.9,1571.0,1579.5,416840
40,06-12-2019,1585.0,1605.0,1562.5,1569.2,581216
41,09-12-2019,1579.0,1617.0,1567.8,1577.4,1000398
42,10-12-2019,1585.0,1586.7,1558.0,1561.95,606819
43,11-12-2019,1564.0,1589.0,1564.0,1585.35,715142
44,12-12-2019,1584.0,1612.5,1577.05,1598.1,659258
45,13-12-2019,1600.25,1637.15,1599.25,1619.95,889376
46,16-12-2019,1630.0,1633.2,1590.9,1595.7,677824
47,17-12-2019,1598.0,1615.95,1575.0,1583.65,729266
48,18-12-2019,1585.0,1593.55,1567.0,1573.6,657931
49,19-12-2019,1572.0,1612.5,1562.55,1603.2,726705
50,20-12-2019,1607.9,1611.0,1575.0,1577.7,745443
51,23-12-2019,1579.0,1593.0,1563.0,1577.4,537029
52,24-12-2019,1579.65,1585.3,1565.0,1572.2,392232
53,26-12-2019,1573.0,1599.95,1567.0,1596.3,675779
54,27-12-2019,1602.1,1629.4,1590.3,1627.0,994966
55,30-12-2019,1631.4,1643.95,1621.7,1628.8,806488
56,31-12-2019,1627.0,1665.5,1621.2,1652.3,1628158
57,01-01-2020,1656.95,1673.0,1652.8,1663.15,1142694
58,02-01-2020,1665.0,1688.35,1655.5,1682.7,840514
59,03-01-2020,1681.0,1696.9,1668.05,1682.75,975751
60,06-01-2020,1670.3,1688.85,1664.25,1679.6,586899
61,07-01-2020,1688.0,1702.5,1684.05,1693.65,845385
62,08-01-2020,1689.25,1733.9,1677.55,1725.7,1125725
63,09-01-2020,1738.0,1739.0,1706.05,1714.3,827093
64,10-01-2020,1715.0,1734.0,1714.3,1727.8,378056
65,13-01-2020,1730.8,1752.95,1728.0,1731.35,659949
66,14-01-2020,1732.0,1743.7,1717.2,1720.5,684581
67,15-01-2020,1720.0,1759.65,1713.0,1753.45,529917
68,16-01-2020,1758.0,1767.7,1738.15,1746.7,599427
69,17-01-2020,1746.7,1759.9,1742.3,1749.3,416141
70,20-01-2020,1777.9,1788.55,1752.35,1765.15,814855
71,21-01-2020,1758.95,1771.45,1745.25,1764.25,341470
72,22-01-2020,1768.0,1792.0,1766.05,1773.8,591789
73,23-01-2020,1770.05,1798.8,1765.05,1793.55,750812
74,24-01-2020,1785.0,1819.0,1784.35,1810.1,757459
75,27-01-2020,1799.0,1830.0,1798.55,1822.9,640207
76,28-01-2020,1815.0,1827.5,1742.75,1754.3,849435
77,29-01-2020,1762.0,1776.0,1718.2,1748.9,2185163
78,30-01-2020,1770.0,1839.95,1770.0,1832.45,3058635
79,31-01-2020,1824.0,1904.0,1820.2,1890.25,2223606
80,01-02-2020,1870.0,1903.8,1860.1,1877.45,510414
81,03-02-2020,1876.0,1973.85,1860.5,1955.4,1666267
82,04-02-2020,1954.0,1960.75,1912.0,1932.9,957617
83,05-02-2020,1937.0,1962.95,1926.2,1942.65,486771
84,06-02-2020,1942.0,1942.65,1857.8,1863.0,1435334
85,07-02-2020,1869.75,1912.0,1848.4,1902.15,1116221
86,10-02-2020,1910.65,1910.65,1847.15,1855.05,707304
87,11-02-2020,1865.0,1873.0,1820.0,1825.55,1222934
88,12-02-2020,1834.9,1859.9,1804.2,1820.0,1281489
89,13-02-2020,1823.6,1845.75,1811.4,1835.1,439656
90,14-02-2020,1846.55,1860.0,1802.0,1812.6,728537
91,17-02-2020,1819.95,1840.85,1811.25,1833.05,519225
92,18-02-2020,1833.0,1857.9,1812.0,1832.4,957386
93,19-02-2020,1845.0,1904.15,1831.75,1897.6,1312848
94,20-02-2020,1898.75,1915.0,1872.0,1883.15,843431
95,24-02-2020,1876.7,1922.9,1857.6,1864.35,1122387
96,25-02-2020,1870.0,1886.2,1837.15,1840.65,759653
97,26-02-2020,1838.0,1865.0,1820.0,1846.2,865435
98,27-02-2020,1849.0,1859.85,1825.0,1852.9,505003
99,28-02-2020,1825.0,1827.0,1733.8,1756.85,1813613
100,02-03-2020,1787.0,1793.9,1636.0,1668.0,1942414
101,03-03-2020,1670.0,1720.8,1626.05,1696.45,2594089
102,04-03-2020,1704.0,1714.0,1618.0,1655.2,1547829
103,05-03-2020,1656.0,1745.0,1636.0,1710.95,1855145
104,06-03-2020,1628.0,1704.45,1628.0,1692.15,1032688
105,09-03-2020,1640.0,1679.5,1600.0,1650.6,1199791
106,11-03-2020,1650.6,1693.75,1626.05,1643.3,1774568
107,12-03-2020,1540.0,1576.95,1461.2,1474.1,2563800
108,13-03-2020,1326.7,1611.95,1270.0,1522.0,1514071
109,16-03-2020,1395.0,1469.95,1367.15,1406.15,2058041
110,17-03-2020,1440.0,1440.1,1312.3,1328.7,1889568
111,18-03-2020,1310.0,1319.85,1200.0,1249.3,2702745
112,19-03-2020,1148.0,1268.5,1138.25,1227.7,1288214
113,20-03-2020,1222.0,1655.0,1180.1,1471.15,2945351
114,23-03-2020,1324.05,1350.0,1250.5,1284.55,735609
115,24-03-2020,1279.0,1398.0,1160.25,1299.0,2724804
116,25-03-2020,1180.0,1367.0,1180.0,1347.1,2931577
117,26-03-2020,1310.0,1421.8,1310.0,1343.0,2049154
118,27-03-2020,1350.0,1459.75,1293.0,1414.15,1359323
119,30-03-2020,1350.0,1480.0,1349.85,1397.25,1503167
120,31-03-2020,1411.3,1498.9,1359.8,1471.45,1120887
121,01-04-2020,1450.0,1486.75,1366.0,1383.1,1130152
122,03-04-2020,1385.0,1394.85,1265.0,1297.8,1350655
123,07-04-2020,1350.0,1427.55,1311.0,1410.25,1182282
124,08-04-2020,1391.95,1456.0,1367.0,1406.8,987237
125,09-04-2020,1418.0,1449.9,1400.0,1422.6,581724
126,13-04-2020,1410.0,1417.0,1315.05,1381.4,1210397
127,15-04-2020,1390.0,1474.95,1351.05,1421.45,1938008
128,16-04-2020,1400.0,1526.5,1386.45,1499.25,2215243
129,17-04-2020,1550.0,1609.2,1518.35,1547.95,1899614
130,20-04-2020,1530.0,1584.0,1508.6,1518.95,1624034
131,21-04-2020,1489.9,1529.0,1468.0,1505.05,1147783
132,22-04-2020,1500.0,1535.0,1485.2,1511.7,933168
133,23-04-2020,1511.7,1598.5,1485.75,1496.95,1715596
134,24-04-2020,1484.0,1494.7,1444.45,1478.7,1370485
135,27-04-2020,1480.0,1518.8,1466.55,1484.8,1694622
136,28-04-2020,1488.0,1548.0,1488.0,1521.55,1319156
137,29-04-2020,1526.0,1569.75,1526.0,1553.55,990463
138,30-04-2020,1576.0,1647.0,1576.0,1608.5,1705977
139,04-05-2020,1550.0,1575.25,1520.1,1547.9,797158
140,05-05-2020,1555.05,1581.7,1498.15,1515.0,942395
141,06-05-2020,1507.0,1564.0,1494.5,1557.05,1383062
142,07-05-2020,1542.3,1576.25,1525.0,1544.55,732085
143,08-05-2020,1560.0,1608.0,1547.0,1566.75,1128208
144,11-05-2020,1577.0,1606.45,1565.0,1569.45,827588
145,12-05-2020,1575.0,1606.7,1541.0,1593.4,867101
146,13-05-2020,1662.95,1734.55,1621.0,1699.05,1896652
147,14-05-2020,1661.0,1714.9,1652.4,1689.65,1398763
148,15-05-2020,1689.0,1694.0,1642.6,1666.3,1017696
149,18-05-2020,1663.0,1687.9,1530.0,1549.9,1897047
150,19-05-2020,1550.0,1584.7,1493.05,1506.8,1825078
151,20-05-2020,1510.0,1540.2,1485.9,1521.5,1598247
152,21-05-2020,1575.1,1615.0,1545.1,1570.0,3410742
153,22-05-2020,1567.8,1638.45,1554.9,1620.3,2431631
154,26-05-2020,1622.25,1736.85,1622.25,1704.05,2607363
155,27-05-2020,1689.2,1700.0,1650.25,1689.3,1123292
